Timeline (UTC),ArtifactType,Description,RecordNumber,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,UserId,UserName,RemoteHost,ExecutableInfo,HiddenRecord,Payload,HiveType,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Recursive,Deleted
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-AppLocker/MSI and Script,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-AppLocker/EXE and DLL,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Application-Experience/Program-Telemetry,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Application-Experience/Program-Inventory/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Application-Experience/Program-Inventory,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Application-Experience/Program-Compatibility-Troubleshooter,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ATAPort/SATA-LPM,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Application-Experience/Problem-Steps-Recorder,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\ForwardedEvents,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-API-Tracing/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\EndpointMapper,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\DirectShowPluginControl,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\DirectShowFilterGraph,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\MediaFoundationPerformance,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\MediaFoundationPipeline,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\MediaFoundationPlatform,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\MF_MediaFoundationDeviceProxy,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-IE/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-IEFRAME/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-PerfTrack-IEFRAME/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-PerfTrack-MSHTML/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ActionQueue/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ADSI/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-AltTab/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\MediaFoundationDeviceProxy,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-AppID/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Audio/CaptureMonitor,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-CodeIntegrity/Verbose,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ComDlg32/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ComDlg32/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-COMRuntime/Tracing,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-CorruptedFileRecovery-Client/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-CorruptedFileRecovery-Server/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-CredUI/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-COM/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Crypto-RNG/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-DateTimeControlPanel/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-DCLocator/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Deplorch/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-DeviceSync/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-DeviceSync/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-DeviceUx/Informational,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-DateTimeControlPanel/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-DeviceUx/Performance,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-CodeIntegrity/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ClearTypeTextTuner/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Audit/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Authentication User Interface/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-AxInstallService/Log,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Backup,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Biometrics/Operational,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Bits-Client/Analytic,Enabled,RegDword,0,,,True,False
